gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerType,NumInternetServices
Female,0,Yes,Yes,0.5956498562816357,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),-0.15824808931477388,0.21568594020050327,No,Internet only,1.603138708416048
Male,0,Yes,No,-0.5444393815027563,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.7988790267216106,-0.2679485554096789,No,Both,0.5207011738197268
Female,0,No,No,-1.114484000394952,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6792381372170627,-0.7962496501994021,Yes,Both,-0.5617363607765944
Female,0,No,No,-0.7887442181708402,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.9857642417212313,-0.8089107010285659,Yes,Internet only,-0.5617363607765944
Female,0,No,No,-0.6258743270587842,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.508085198064723,-0.41207278209566484,No,Both,-0.5617363607765944
Male,1,Yes,No,0.06632271016745371,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.35853408618403787,0.06426065458689842,No,Both,-1.102955128074755
Female,0,No,No,0.39206249239156565,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-0.5055390046821426,-0.08901746773341344,No,Both,-0.5617363607765944
Male,0,Yes,No,-1.114484000394952,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5496271735871354,-0.8220570186142481,Yes,Both,-0.5617363607765944
Female,0,Yes,Yes,1.5728692029539715,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.3579803424020476,-0.2718527470416684,No,Phone only,-1.102955128074755
Male,1,Yes,No,-0.5444393815027563,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0.05444682535997845,-0.4383654172670294,No,Both,0.5207011738197268
Female,0,No,Yes,-1.2366364187289942,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.5008847381991466,-0.9898931436301139,Yes,Phone only,-1.102955128074755
Male,0,No,No,1.0028245840617755,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.5274716025334907,-0.5229341783802939,No,Phone only,-1.102955128074755
Male,0,Yes,No,1.6135866757319857,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1.4502572029130394,2.3997613233909347,No,Both,1.603138708416048
Female,0,No,No,-1.0737665276169381,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.7041633225305103,-0.7786918166453701,No,Both,-0.02051759347843376
Female,0,Yes,Yes,-0.6258743270587842,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6875465323215453,-0.36533277041099943,Yes,Both,-0.5617363607765944
Male,0,Yes,No,1.1656944751738316,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),0.5363337414199637,1.1702718230118618,No,Both,1.0619199411178875
Male,0,Yes,Yes,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.20732129528245635,-0.9743866650013646,Yes,Both,-1.102955128074755
Male,0,Yes,Yes,0.6363673290596497,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.563251376334001,1.3957664617340588,No,Both,2.1443574757142088
Male,0,No,No,-0.6665917998367983,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.4676511577812166,-0.8600181135218976,No,Phone only,-1.102955128074755
Male,1,No,No,-0.9516141092828962,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.674253100154373,-0.6763887613393396,Yes,Both,-0.5617363607765944
Female,0,No,No,-1.1959189459509803,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6700452277508961,-0.9515791274449965,No,Both,-1.102955128074755
Male,0,No,Yes,-1.2773538915070082,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6766919438344823,-0.9861212974771749,Yes,Both,-1.102955128074755
Male,0,No,No,1.3285643662858877,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),1.34058638753387,1.9199427890933753,No,Both,1.0619199411178875
Female,0,Yes,Yes,1.5321517301759575,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.674583870734067,2.6337922455118883,No,Both,2.1443574757142088
Male,0,Yes,No,1.1249770023958177,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,-0.16489480539835996,0.5652985806922203,No,Both,-0.02051759347843376
Female,0,Yes,No,1.4914342573979436,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,-1.2782197493990157,-0.22771552977832923,No,Phone only,-1.102955128074755
Female,1,No,No,0.1070401829454677,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.19236618409438774,0.061437284367154545,No,Both,-1.102955128074755
Female,0,No,No,-0.4222869631687143,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.4859296270110782,-0.798278947544843,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,1.3692818390639017,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),0.5014384819811368,1.3036981234745997,No,Both,1.0619199411178875
Male,1,Yes,No,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.18405778898990524,-0.974695471119149,Yes,Both,-1.102955128074755
Female,0,Yes,No,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.4848216917721718,-0.9707030491677926,Yes,Both,-0.5617363607765944
Male,0,Yes,Yes,0.06632271016745371,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.8404210022440232,0.36053806702126695,No,Both,-0.02051759347843376
Female,0,Yes,Yes,1.6135866757319857,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.339701873172186,-0.2517362342259936,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,-0.055829708166588284,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,-0.15990976833567028,-0.1901073561481477,No,Internet only,1.603138708416048
Male,0,No,Yes,-0.09654718094460228,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),-1.309791650796049,-0.686623478385911,No,Phone only,-1.102955128074755
Female,0,No,No,-0.9516141092828962,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8653461875574706,-0.6484859228395276,Yes,Both,-0.02051759347843376
Male,0,Yes,Yes,-0.5037219087247422,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.18904282605259493,-0.3567964870122426,Yes,Both,-1.102955128074755
Male,1,Yes,No,-0.5444393815027563,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.0123511060555754,-0.7510977842633424,No,Internet only,-0.02051759347843376
Female,0,Yes,No,1.3285643662858877,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3389247085129734,2.044832806157356,No,Both,1.0619199411178875
Female,0,Yes,Yes,-0.09654718094460228,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.5108548123245258,-0.7397381306448418,No,Phone only,-1.102955128074755
Male,0,No,No,-1.0737665276169381,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,-1.5158398493872152,-0.9508291697303769,No,Phone only,-1.102955128074755
Female,0,No,No,-1.2366364187289942,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,-0.4440568809089721,-0.9630049538030222,No,Internet only,0.5207011738197268
Male,0,Yes,Yes,0.8399546929497197,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,0.23556983863769668,0.6829757691479496,No,Both,0.5207011738197268
Male,1,Yes,No,-1.0330490548389242,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3535490491213486,-0.7705525696837648,No,Both,-1.102955128074755
Female,0,Yes,Yes,1.1656944751738316,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),-0.500553967619453,0.30071791049044455,No,Both,-0.5617363607765944
Male,1,No,No,1.5321517301759575,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,-0.6484434004792416,0.4344089019112833,Yes,Internet only,-0.02051759347843376
Female,0,No,No,-0.7887442181708402,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.46488154352141403,-0.5666081864669563,No,Both,1.0619199411178875
Male,1,Yes,No,0.1070401829454677,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),0.5595972477125144,0.23624360461301303,No,Both,-0.5617363607765944
Female,0,Yes,No,-1.2366364187289942,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.18738114703169853,-0.9374181611865937,No,Both,-1.102955128074755
Female,0,No,No,-1.1959189459509803,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3668424812885204,-0.8970527900761937,Yes,Both,-1.102955128074755
Female,0,No,No,-1.1959189459509803,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.37681255541389924,-0.8920677770319585,No,Both,-1.102955128074755
Female,0,No,No,1.2064119479518456,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.9716936448948468,1.534089544921665,No,Both,-0.02051759347843376
Male,0,Yes,Yes,1.6135866757319857,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),1.3023677700532506,2.310736931149637,No,Both,1.603138708416048
Male,0,Yes,No,1.2471294207298596,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),-1.489252985052871,-0.4609744366048218,No,Phone only,-1.102955128074755
Male,1,No,No,-0.5037219087247422,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.21729136940783525,-0.39286063005350175,Yes,Both,-1.102955128074755
Female,1,No,No,0.1070401829454677,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.530017795916071,0.6866814425613634,No,Both,2.1443574757142088
Male,1,Yes,No,-0.46300443594672824,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.14417749248838913,-0.35512011094426976,Yes,Both,-1.102955128074755
Male,0,Yes,No,1.2064119479518456,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,1.0414841637724996,1.6418408224486074,No,Both,0.5207011738197268
Female,0,No,No,-0.7073092726148122,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.5304641899955902,-0.688035163495783,No,Both,-1.102955128074755
Female,0,No,No,0.9213896385057476,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.4723054242642126,0.24396375755762506,No,Both,-0.5617363607765944
Female,0,No,No,-0.8701791637268682,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6683835487299997,-0.7973745867713312,No,Both,-1.102955128074755
Female,0,Yes,Yes,-0.6258743270587842,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.7806005574917492,-0.36134034845964286,Yes,Both,-0.02051759347843376
Female,0,No,No,1.1656944751738316,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),-1.5058697752618362,-0.4161754919462302,No,Phone only,-1.102955128074755
Female,0,Yes,No,1.5728692029539715,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.8154958169305756,1.8126547207431092,No,Both,2.1443574757142088
Female,0,No,No,-1.2366364187289942,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.17408771486452634,-0.9381901764810548,Yes,Both,-1.102955128074755
Male,0,No,No,0.1070401829454677,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.512516491345422,-0.7066517608822188,No,Phone only,-1.102955128074755
Female,0,No,No,-0.6258743270587842,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.19070450507349135,-0.491502127105802,No,Both,-1.102955128074755
Female,0,No,No,-0.46300443594672824,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.083026139294912,-0.0706876188849202,Yes,Both,-0.02051759347843376
Female,0,Yes,No,0.5956498562816357,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.4992230591782503,-0.5991651743133775,No,Phone only,-1.102955128074755
Female,0,Yes,No,-1.1959189459509803,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4593427626767341,-0.9739455134045296,No,Phone only,-1.102955128074755
Male,0,No,No,-1.1959189459509803,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.4992230591782503,-0.9755557167329774,No,Phone only,-1.102955128074755
Male,1,Yes,No,0.4734974379475937,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),-1.509193133303629,-0.631942737958216,No,Phone only,-1.102955128074755
Female,0,No,No,-1.2773538915070082,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6899853760016542,-0.9862977581159089,No,Both,-1.102955128074755
Female,0,Yes,Yes,0.4734974379475937,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,0.984987077062019,0.8891920830884583,No,Both,0.5207011738197268
Male,0,Yes,Yes,-1.114484000394952,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.2915131815661876,-0.9461529628039262,Yes,Phone only,-1.102955128074755
Male,0,No,No,-0.34085201761268624,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.3028141641327695,-0.38785355942942484,Yes,Both,-0.5617363607765944
Female,0,No,Yes,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16245596171825102,-0.9749822196570918,Yes,Both,-1.102955128074755
Female,0,No,No,-0.5851568542807702,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3535490491213486,-0.3967427641056495,No,Both,-0.5617363607765944
Female,0,No,No,-0.9108966365048822,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1910352756531848,-0.5379995054122082,Yes,Both,0.5207011738197268
Female,0,Yes,No,1.3285643662858877,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),0.20732129528245635,0.9292707056609155,No,Both,1.0619199411178875
Female,1,No,No,-1.2773538915070082,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7058250015514067,-0.96776939104884,Yes,Both,-0.02051759347843376
Female,0,No,No,0.8399546929497197,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.4020685113070406,1.5465741351120947,Yes,Both,1.0619199411178875
Male,0,No,No,-1.1959189459509803,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,-1.4477110095304586,-0.9827464877613873,No,Phone only,-1.102955128074755
Male,0,Yes,No,0.02560523738943971,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,-0.12335282987594744,-0.11528804532493604,No,Both,0.5207011738197268
Male,0,No,No,-1.1959189459509803,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1685489340198465,-0.9706589340081091,Yes,Internet only,-0.5617363607765944
Female,0,No,No,0.06632271016745371,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.5047618400229301,0.19744432167137713,No,Both,1.603138708416048
Female,0,Yes,Yes,-0.7480267453928262,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,-1.4975613801573535,-0.8893988098711068,No,Phone only,-1.102955128074755
Female,0,No,No,-0.7887442181708402,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.4776212319065958,-0.8842152786082959,No,Phone only,-1.102955128074755
Male,1,Yes,No,0.5549323835036216,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),-0.16157144735656692,0.23686121684858202,Yes,Internet only,1.603138708416048
Male,0,Yes,Yes,-0.38156949039070026,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,-1.343025231213979,-0.7681482934810142,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,0.5956498562816357,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.4958997011364572,-0.5870996781399408,No,Phone only,-1.102955128074755
Male,0,No,Yes,-0.6258743270587842,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.4806138193686952,-0.6321412561767917,No,Both,-0.5617363607765944
Female,0,Yes,Yes,0.6770848018376636,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0248673735635347,1.1045402350834508,Yes,Both,-0.02051759347843376
Male,1,Yes,No,1.0842595296178037,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.48227549838959155,0.3166214255563452,No,Internet only,0.5207011738197268
Female,0,No,No,1.4914342573979436,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.684223174279752,1.5959389987979282,No,Both,1.603138708416048
Male,0,No,No,-0.8701791637268682,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,-0.7697459690046862,-0.798102486906109,Yes,Internet only,-0.02051759347843376
Male,0,No,No,-0.9108966365048822,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.4357484858044896,-0.7743244158367039,No,Both,-0.5617363607765944
Male,0,Yes,Yes,-0.8294616909488542,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),-1.3546569843602545,-0.886751900290097,No,Phone only,-1.102955128074755
Male,0,No,No,0.5142149107256077,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1993436707576672,1.0853501406211294,Yes,Both,0.5207011738197268
Female,0,Yes,Yes,0.2699100740575237,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,-0.16323312637746332,0.02724803561244405,No,Both,-0.02051759347843376
Male,1,Yes,No,1.5728692029539715,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.306468292754256,-0.21620147310093635,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,1.5728692029539715,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.3579803424020476,-0.28821947128424585,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,0.02560523738943971,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),-1.3496719472975651,-0.6526548054296181,No,Phone only,-1.102955128074755
Male,1,No,No,1.4099993118419156,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3635191232467275,1.226893630465631,No,Both,-1.102955128074755
Male,0,Yes,Yes,0.1884751285014957,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.8162729815897881,-0.3665679948821373,Yes,Internet only,0.5207011738197268
Male,0,Yes,Yes,0.6770848018376636,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.6559746309245116,0.8713254434166419,Yes,Both,-0.5617363607765944
Female,0,Yes,No,-0.9516141092828962,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,-0.4623353501388335,-0.7998670932934488,No,Both,-0.5617363607765944
Male,0,Yes,No,0.7992372201717056,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0.8919330518918146,1.0358529314562455,No,Both,0.5207011738197268
Female,0,No,No,1.5321517301759575,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,1.1345381889427042,2.011150881739006,No,Both,0.5207011738197268
Male,0,No,No,-1.2773538915070082,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6725914211334766,-0.968210542645675,No,Both,-0.02051759347843376
Female,1,No,No,-0.7480267453928262,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.4715282596050001,-0.5196255414040316,Yes,Both,-0.5617363607765944
Male,0,No,No,-1.2773538915070082,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6800153018762752,-0.9861654126368583,No,Both,-1.102955128074755
Male,0,No,No,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4809445899483886,-0.9967971661205813,Yes,Phone only,-1.102955128074755
Female,0,No,No,0.7992372201717056,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,0.5130702351274127,0.8901846741813371,No,Both,-0.5617363607765944
Male,0,No,No,-1.0737665276169381,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,-0.12833786693863689,-0.8230275521272851,No,Both,-0.02051759347843376
Male,0,Yes,No,-1.0330490548389242,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,-1.0156744640973683,-0.8925089286287935,No,Internet only,-0.02051759347843376
Female,1,No,No,0.5956498562816357,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6792381372170627,0.7453766625202566,Yes,Both,-0.02051759347843376
Female,0,No,No,-0.25941707205665826,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.7440436190320263,-0.002485582014233243,No,Both,0.5207011738197268
Male,0,Yes,Yes,-0.3001345448346723,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,-0.3476794976969751,-0.4336230376010534,No,Both,-0.02051759347843376
Male,0,No,No,1.4914342573979436,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,-1.5175015284081117,-0.4459532247325909,No,Phone only,-1.102955128074755
Female,0,No,No,1.6135866757319857,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.5948232777310347,2.608470143853561,No,Both,2.1443574757142088
Male,0,No,No,-1.1552014731729663,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.489252985052871,-0.9795701962641755,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,1.0842595296178037,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.5042080962409397,-0.49933256794962283,No,Phone only,-1.102955128074755
Male,0,No,No,1.4099993118419156,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),0.026198282004737648,0.9183963187989336,No,Both,0.5207011738197268
Female,1,No,No,-0.25941707205665826,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.4665432225423104,-0.12071420996600629,No,Both,-0.5617363607765944
Female,0,No,No,-0.21869959927864427,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,0.4466030742915526,-0.08857631613657847,No,Both,1.603138708416048
Male,0,Yes,Yes,1.6135866757319857,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),1.3455714245965595,2.3513449356382963,No,Both,1.0619199411178875
Female,0,No,No,-1.0737665276169381,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.8138341379096792,-0.7908455431381737,No,Both,0.5207011738197268
Male,0,Yes,Yes,1.2064119479518456,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.4659894787603203,-0.4681872652130736,No,Phone only,-1.102955128074755
Male,0,No,No,-0.5037219087247422,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,0.1308840603212174,-0.38094953693895744,No,Both,0.5207011738197268
Male,0,No,No,-1.0737665276169381,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),0.4615581854796212,-0.7924998616263048,No,Both,1.603138708416048
Male,0,No,No,0.7585197473936917,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.3297317990468072,-0.4610626669241888,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,1.1656944751738316,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.4958997011364572,-0.4270939939678958,No,Phone only,-1.102955128074755
Male,1,Yes,No,1.2064119479518456,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.8088491008469896,1.4728135881212872,No,Both,0.5207011738197268
Female,0,No,No,1.6135866757319857,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),0.6626213470080977,1.722880370787192,No,Both,-0.02051759347843376
Male,1,Yes,No,-0.7887442181708402,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1046279665665668,-0.45962892423447516,Yes,Both,1.0619199411178875
Male,0,Yes,No,-1.114484000394952,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9866487560829155,-0.7859708179931472,Yes,Both,0.5207011738197268
Male,1,No,No,-1.1959189459509803,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.337263029492077,-0.8758113406885897,Yes,Both,1.0619199411178875
Female,1,Yes,No,-0.25941707205665826,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.9667086078321572,0.044916157065684845,Yes,Both,0.5207011738197268
Male,1,No,No,-0.7887442181708402,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.16157144735656692,-0.657926567011796,No,Both,-0.02051759347843376
Female,0,Yes,Yes,0.2291926012795097,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,-1.489252985052871,-0.6720213605306733,No,Phone only,-1.102955128074755
